agency,borough,complaint_type,latitude,longitude
DOT,BROOKLYN,Traffic Signal Condition,40.728995173780405,-73.95066030723899
NYPD,BRONX,Illegal Parking,40.82365493528647,-73.91612784968751
DOT,MANHATTAN,Street Condition,40.86131328052097,-73.9254943409921
NYPD,BROOKLYN,Illegal Parking,40.618726146275776,-73.99714716784453
NYPD,BRONX,Noise - Residential,40.81172037264773,-73.91924603344852
NYPD,QUEENS,Noise - Park,40.75635717649371,-73.82577277053117
DOT,MANHATTAN,Street Condition,40.72201914755095,-73.98344452363722
NYPD,BRONX,Illegal Parking,40.8386184812144,-73.92309117105394
DSNY,MANHATTAN,Derelict Vehicles,40.809175048126036,-73.95189770969795
DPR,BROOKLYN,Maintenance or Facility,40.61592434006546,-74.02224899591306
DOT,MANHATTAN,Street Condition,40.790591619903296,-73.94237353472789
DEP,QUEENS,Water System,40.755393589630415,-73.86916817798817
DEP,BRONX,Water System,40.84292737985496,-73.90771860178566
NYPD,BRONX,Illegal Parking,40.88077040556525,-73.91006003963359
NYPD,QUEENS,Abandoned Vehicle,40.67205441820232,-73.82041613806093
NYPD,BROOKLYN,Illegal Parking,40.73150820120929,-73.95448670194341
DOT,MANHATTAN,Street Condition,40.78515204976487,-73.94925371043463
DOT,MANHATTAN,Street Sign - Damaged,40.736350684040495,-74.00231299690803
DOT,STATEN ISLAND,Sidewalk Condition,40.5398604125792,-74.14588766303723
DEP,MANHATTAN,Noise,40.72086169190767,-73.9909233264424
TLC,BROOKLYN,For Hire Vehicle Complaint,40.73150820120929,-73.95448670194341
NYPD,MANHATTAN,Noise - Residential,40.71171042976193,-73.98835993470301
DOT,MANHATTAN,Street Condition,40.77382456353145,-73.96393160281248
NYPD,MANHATTAN,Blocked Driveway,40.764372313596226,-73.95772762821818
DOT,BROOKLYN,Street Condition,40.708542630730186,-73.92740723665379
NYPD,BROOKLYN,Noise - Commercial,40.631717171715714,-74.00485652315598
DOT,MANHATTAN,Street Condition,40.71788865102704,-73.98622326305696
NYPD,QUEENS,Blocked Driveway,40.75804051710136,-73.9348756897597
NYPD,BRONX,Blocked Driveway,40.84947096782233,-73.88923912980503
DOT,MANHATTAN,Street Condition,40.717723909698904,-73.98576515589916
DOHMH,MANHATTAN,Food Establishment,40.76039078952394,-73.96997433279392
DOHMH,BROOKLYN,Rodent,40.694069443316934,-73.9475596366498
DEP,BROOKLYN,Noise,40.702062405099724,-73.98670260001978
DEP,BROOKLYN,Water System,40.610266568242025,-73.99393129666694
DEP,MANHATTAN,Hazardous Materials,40.78498466092544,-73.94344364905606
DSNY,QUEENS,Dirty Conditions,40.70951134442914,-73.91509559966913
NYPD,QUEENS,Abandoned Vehicle,40.71404265756135,-73.88340045060956
NYPD,STATEN ISLAND,Abandoned Vehicle,40.63020366290056,-74.07722706445638
NYPD,BROOKLYN,Illegal Parking,40.618697136222345,-73.90741985627498
DEP,QUEENS,Noise,40.706379807938596,-73.79997046211726
DOHMH,MANHATTAN,Food Establishment,40.76204175734729,-73.97582870283966
NYPD,QUEENS,Illegal Parking,40.69650375632156,-73.85460262608343
NYPD,QUEENS,Blocked Driveway,40.68400061702885,-73.83192547198814
DPR,MANHATTAN,Damaged Tree,40.79533968583839,-73.94174100316452
NYPD,QUEENS,Illegal Parking,40.6966679174724,-73.85418754625151
DEP,BROOKLYN,Noise,40.72454439615032,-73.94721817168369
NYPD,BROOKLYN,Illegal Parking,40.67902678285736,-73.95080183065811
DSNY,STATEN ISLAND,Dirty Conditions,40.529126406866176,-74.21215057153503
DOT,MANHATTAN,Street Condition,40.731555483769284,-74.00564677016366
NYPD,QUEENS,Illegal Parking,40.759102333069634,-73.86968790304327
NYPD,BRONX,Illegal Parking,40.82230987837714,-73.9238290231722
NYPD,BRONX,Noise - Residential,40.855350687013775,-73.80157931007348
DHS,MANHATTAN,Homeless Person Assistance,40.80474955914029,-73.93828679664934
DOB,QUEENS,General Construction/Plumbing,40.702147959289476,-73.91252628007122
NYPD,QUEENS,Blocked Driveway,40.70034986470548,-73.80334258103684
NYPD,BROOKLYN,Illegal Parking,40.72866086928485,-73.95908163515666
NYPD,BRONX,Illegal Parking,40.86101349139923,-73.84902263715395
NYPD,QUEENS,Illegal Parking,40.71051348451014,-73.87866338722196
DSNY,STATEN ISLAND,Dirty Conditions,40.52915128956757,-74.21205352492403
DEP,BROOKLYN,Air Quality,40.688643630385,-73.95549314232726
NYPD,BROOKLYN,Illegal Parking,40.63905229897684,-74.02030019242541
DPR,QUEENS,Overgrown Tree/Branches,40.722609419585204,-73.80464781711434
DSNY,QUEENS,Derelict Vehicles,40.77306175266909,-73.9289796424761
DOT,MANHATTAN,Sidewalk Condition,40.72849235223701,-74.00532179114373
NYPD,MANHATTAN,Illegal Parking,40.756855873071295,-73.98597336511824
DSNY,BROOKLYN,Derelict Vehicles,40.67464716872955,-73.88092053115874
NYPD,QUEENS,Illegal Parking,40.739934799814364,-73.93738333109869
NYPD,BROOKLYN,Noise - Residential,40.665512501750115,-73.95319082648562
DOB,BROOKLYN,General Construction/Plumbing,40.62558694294771,-74.03018116813784
TLC,MANHATTAN,For Hire Vehicle Complaint,40.756855873071295,-73.98597336511824
NYPD,BROOKLYN,Illegal Parking,40.63508621308596,-73.95229702080734
NYPD,BRONX,Blocked Driveway,40.882051434335644,-73.89610289083879
DEP,BROOKLYN,Water System,40.693620749139924,-73.9447868927849
NYPD,BRONX,Blocked Driveway,40.839252938270995,-73.9196932754012
NYPD,MANHATTAN,Illegal Parking,40.70358567868102,-74.01390001371357
DOT,STATEN ISLAND,Sidewalk Condition,40.62415798656658,-74.09416555034227
NYPD,MANHATTAN,Illegal Parking,40.718382482204866,-73.98445190462276
DOHMH,BRONX,Rodent,40.83904168374704,-73.91982002009367
DOT,BROOKLYN,Traffic Signal Condition,40.64059031737562,-73.95428207532146
NYPD,BROOKLYN,Blocked Driveway,40.673659369654786,-73.86860750776064
DPR,QUEENS,Overgrown Tree/Branches,40.72350365394347,-73.80594037194433
NYPD,BRONX,Illegal Parking,40.83809444949153,-73.91937664714902
NYPD,BROOKLYN,Blocked Driveway,40.66079508980607,-73.91238947684488
DOHMH,BROOKLYN,Rodent,40.67550395508911,-73.91934607921762
DOT,QUEENS,Traffic Signal Condition,40.721651431303954,-73.8864391910038
NYPD,BROOKLYN,Illegal Parking,40.69886886811279,-73.945042206645
DEP,QUEENS,Water System,40.60792885055247,-73.75808839955678
DEP,STATEN ISLAND,Sewer,40.63216084032891,-74.11064879105525
DOT,BROOKLYN,Sidewalk Condition,40.726295540395405,-73.93155499533276
DOB,BRONX,Elevator,40.862933806053356,-73.89825493354691
DOT,BROOKLYN,Street Condition,40.64653948640451,-73.95745994487903
DOT,BROOKLYN,Sidewalk Condition,40.72631933466924,-73.93004327023415
DEP,QUEENS,Water System,40.72634831728392,-73.9020352705778
DOT,BROOKLYN,Sidewalk Condition,40.72722090942392,-73.93220707955348
DOT,BROOKLYN,Sidewalk Condition,40.727410906736466,-73.93324957991959
NYPD,QUEENS,Blocked Driveway,40.73772141971548,-73.92207095876206
NYPD,BRONX,Abandoned Vehicle,40.83159340370083,-73.91716578272833
DOT,BROOKLYN,Sidewalk Condition,40.724988825736474,-73.93120277245954
NYPD,BROOKLYN,Illegal Parking,40.69886886811279,-73.945042206645
DOT,BROOKLYN,Sidewalk Condition,40.725268866266134,-73.93132875708382
DOT,BROOKLYN,Sidewalk Condition,40.72461888064197,-73.93220972648575
DSNY,BROOKLYN,Derelict Vehicles,40.58762653051208,-73.98405030174413
DPR,MANHATTAN,Maintenance or Facility,40.74879969357072,-73.96984602055146
DOT,BROOKLYN,Sidewalk Condition,40.723880541083666,-73.9322104775291
DOB,STATEN ISLAND,General Construction/Plumbing,40.62415798656658,-74.09416555034227
DOT,BROOKLYN,Sidewalk Condition,40.7271072114364,-73.93494921444649
DSNY,MANHATTAN,Missed Collection (All Materials),40.828373889886386,-73.9507889669323
DSNY,BROOKLYN,Derelict Vehicles,40.63716955852683,-73.94619555608682
NYPD,QUEENS,Blocked Driveway,40.69009238990897,-73.76114381955367
DOT,BROOKLYN,Sidewalk Condition,40.733102730752336,-73.94190005684467
DOT,BROOKLYN,Sidewalk Condition,40.73225501217024,-73.94271985704107
DOT,MANHATTAN,Street Condition,40.744694714069425,-73.99706598751659
DEP,MANHATTAN,Air Quality,40.741960946457574,-73.9972140655628
DEP,QUEENS,Water System,40.74266760600233,-73.86330727113051
NYPD,QUEENS,Abandoned Vehicle,40.66382530828177,-73.76946336759951
NYPD,BROOKLYN,Noise - Residential,40.66455133277643,-73.93519405201872
NYPD,QUEENS,Illegal Parking,40.74230169222747,-73.81206019056866
DSNY,STATEN ISLAND,Dirty Conditions,40.551071891240134,-74.20111191615689
NYPD,QUEENS,Abandoned Vehicle,40.66382530828177,-73.76946336759951
NYPD,BROOKLYN,Illegal Parking,40.586916344525434,-73.94304973805869
NYPD,BRONX,Blocked Driveway,40.85036402909692,-73.89935131364786
DOB,BROOKLYN,Building/Use,40.6331086638624,-73.92429717733981
DOHMH,MANHATTAN,Standing Water,40.734425756716476,-73.9857760211391
DOB,MANHATTAN,Elevator,40.826071321393314,-73.93974485561408
DPR,QUEENS,Damaged Tree,40.73225307897085,-73.76029630836862
NYPD,BROOKLYN,Noise - Residential,40.67540419177056,-73.9305076615947
DPR,BROOKLYN,Damaged Tree,40.72353910535864,-73.94569289955874
NYPD,BRONX,Abandoned Vehicle,40.854193057985356,-73.84914294879242
NYPD,MANHATTAN,Illegal Parking,40.86467358129086,-73.92672703743851
DPR,BROOKLYN,Damaged Tree,40.68542916175118,-73.98717825890745
DOT,QUEENS,Street Condition,40.55632633901306,-73.91734872227181
DEP,BRONX,Water System,40.808752333051885,-73.9104680203565
DSNY,QUEENS,Derelict Vehicles,40.697979060326695,-73.80213784005339
DEP,MANHATTAN,Noise,40.73916681783696,-74.00111865732862
NYPD,QUEENS,Illegal Parking,40.67765977566097,-73.8243055310834
NYPD,BRONX,Blocked Driveway,40.839121408001816,-73.90890204373869
DOB,BROOKLYN,General Construction/Plumbing,40.67721797068917,-73.95768913620905
DEP,BROOKLYN,Noise,40.70822958921699,-73.94164039811469
DSNY,BROOKLYN,Missed Collection (All Materials),40.678086656443696,-73.9708297843259
NYPD,QUEENS,Illegal Parking,40.59363350425979,-73.77973370518045
DSNY,BRONX,Dirty Conditions,40.8204787066233,-73.84835948723861
DPR,QUEENS,Overgrown Tree/Branches,40.72363062612247,-73.8047386248962
DHS,BROOKLYN,Homeless Person Assistance,40.669877101945865,-73.98573210961483
DSNY,BROOKLYN,Derelict Vehicles,40.68891934551958,-73.94007432941737
NYPD,MANHATTAN,Blocked Driveway,40.82590264856997,-73.9374072183501
NYPD,BROOKLYN,Blocked Driveway,40.63413049519643,-73.95796865715451
NYPD,BROOKLYN,Illegal Parking,40.69886886811279,-73.945042206645
NYPD,QUEENS,Blocked Driveway,40.73714077917808,-73.91988851728415
DSNY,BROOKLYN,Derelict Vehicles,40.68487066927899,-73.91390105751596
DSNY,BROOKLYN,Dirty Conditions,40.68892215406595,-73.94019692591863
NYPD,MANHATTAN,Illegal Parking,40.870465129766714,-73.91506364294966
NYPD,MANHATTAN,Illegal Parking,40.72477716575583,-73.98048544828218
NYPD,BROOKLYN,Illegal Parking,40.68029443528389,-73.96454823518067
NYPD,QUEENS,Illegal Parking,40.676588073383456,-73.81138733996895
DSNY,BROOKLYN,Derelict Vehicles,40.670047237718656,-73.9540924570335
DEP,BRONX,Air Quality,40.800541978782704,-73.90934492640496
DEP,MANHATTAN,Air Quality,40.80482700063083,-73.96621573139899
HPD,BRONX,UNSANITARY CONDITION,40.83115550970665,-73.85682703421405
HPD,MANHATTAN,SAFETY,40.76371995753156,-73.96919670291855
NYPD,BROOKLYN,Traffic,40.676020787806934,-74.00122935795805
HPD,MANHATTAN,WATER LEAK,40.78081794436154,-73.94887065472571
HPD,BROOKLYN,PAINT/PLASTER,40.663106639564965,-73.88763822054825
HPD,QUEENS,HEAT/HOT WATER,40.758123914829945,-73.82884714328377
HPD,BROOKLYN,UNSANITARY CONDITION,40.672402423958346,-73.94803450265553
HPD,MANHATTAN,HEAT/HOT WATER,40.719469650571455,-73.98637445148557
HPD,BROOKLYN,UNSANITARY CONDITION,40.63876319738314,-73.95662536998938
HPD,BRONX,HEAT/HOT WATER,40.854212572005316,-73.89988771228349
HPD,MANHATTAN,UNSANITARY CONDITION,40.74490678471199,-73.97823121794055
DHS,BROOKLYN,Homeless Person Assistance,40.670063809652454,-73.95435199366135
HPD,BROOKLYN,PLUMBING,40.651056950822294,-73.96419978680083
HPD,BRONX,APPLIANCE,40.834060785623755,-73.86017793143608
NYPD,BROOKLYN,Abandoned Vehicle,40.66221950142693,-73.90202131877624
HPD,BROOKLYN,ELECTRIC,40.68545184097977,-73.97489735861946
HPD,BRONX,HEAT/HOT WATER,40.81614168462493,-73.85888608727092
DSNY,BROOKLYN,Dirty Conditions,40.689946378863795,-73.93113796336559
NYPD,BROOKLYN,Blocked Driveway,40.70254309526081,-73.99026220809283
HPD,BROOKLYN,HEAT/HOT WATER,40.71893358427464,-73.9594699997005
NYPD,MANHATTAN,Illegal Parking,40.81719857659275,-73.93636407893885
HPD,BRONX,HEAT/HOT WATER,40.867899382049096,-73.8956477481885
HPD,MANHATTAN,HEAT/HOT WATER,40.719469650571455,-73.98637445148557
HPD,MANHATTAN,HEAT/HOT WATER,40.719469650571455,-73.98637445148557
HPD,MANHATTAN,HEAT/HOT WATER,40.82338946534853,-73.9392342181447
HPD,BROOKLYN,PLUMBING,40.650738417860644,-73.91635964522801
HPD,MANHATTAN,HEAT/HOT WATER,40.82338946534853,-73.9392342181447
DOB,MANHATTAN,Elevator,40.82221045263285,-73.93639902995218
DOB,BROOKLYN,General Construction/Plumbing,40.68991633286875,-73.93138319612072
DOB,QUEENS,General Construction/Plumbing,40.702147959289476,-73.91252628007122
HPD,BRONX,UNSANITARY CONDITION,40.83888818475518,-73.91624597626375
HPD,QUEENS,UNSANITARY CONDITION,40.68891479910403,-73.84036161208607
HPD,BRONX,HEAT/HOT WATER,40.88069040668325,-73.83320021477729
HPD,BROOKLYN,ELECTRIC,40.63826015453521,-73.94241861120278
DCA,QUEENS,Consumer Complaint,40.74834466260489,-73.77199318884195
NYPD,QUEENS,Abandoned Vehicle,40.671805229717044,-73.81730214505383
HPD,QUEENS,UNSANITARY CONDITION,40.74124706844723,-73.9022912328749
HPD,BROOKLYN,UNSANITARY CONDITION,40.67520166306471,-73.8732586726434
NYPD,BROOKLYN,Illegal Parking,40.642584652876394,-74.02132461816359
DOT,BROOKLYN,Street Condition,40.65571174832904,-73.93276989930095
HPD,BRONX,HEAT/HOT WATER,40.83261302416413,-73.90467576630016
HPD,BROOKLYN,DOOR/WINDOW,40.66500625218823,-73.95712736177347
HPD,MANHATTAN,HEAT/HOT WATER,40.84439288420175,-73.94092820134537
HPD,BROOKLYN,PLUMBING,40.69011849455856,-73.93947106332641
HPD,MANHATTAN,ELECTRIC,40.8374810891736,-73.94523849972839
HPD,MANHATTAN,UNSANITARY CONDITION,40.81608403592885,-73.94683848805919
NYPD,MANHATTAN,Noise - Residential,40.795493166254495,-73.96975263795659
HPD,BROOKLYN,DOOR/WINDOW,40.60786579085453,-73.97862884813652
NYPD,QUEENS,Blocked Driveway,40.75351004613991,-73.80964278272657
HPD,MANHATTAN,HEAT/HOT WATER,40.799406488813695,-73.96733454030634
HPD,BRONX,WATER LEAK,40.84537703014153,-73.88210763152644
HPD,MANHATTAN,UNSANITARY CONDITION,40.80390608558535,-73.95412656002998
NYPD,MANHATTAN,Noise - Residential,40.8281591533573,-73.94339249804544
NYPD,QUEENS,Illegal Parking,40.72315359853898,-73.7509706140162
HPD,BROOKLYN,GENERAL,40.60786579085453,-73.97862884813652
HPD,BRONX,DOOR/WINDOW,40.834569343522226,-73.89446050915083
NYPD,MANHATTAN,Noise - Residential,40.81281181632886,-73.94573926927536
HPD,QUEENS,UNSANITARY CONDITION,40.74124706844723,-73.9022912328749
NYPD,QUEENS,Illegal Parking,40.681499121651896,-73.77933532041523
DOT,BROOKLYN,Street Condition,40.625619610850094,-73.93100980159535
HPD,BROOKLYN,WATER LEAK,40.65274430620472,-73.94801737956669
HPD,MANHATTAN,GENERAL,40.83758550625849,-73.94548777363867
DOT,QUEENS,Street Condition,40.74443167680058,-73.92956592655051
NYPD,BRONX,Abandoned Vehicle,40.808896561293494,-73.85091813810023
NYPD,BROOKLYN,Illegal Parking,40.675825442985285,-73.98957392138036
NYPD,BROOKLYN,Illegal Parking,40.677342243943855,-73.90746102289428
NYPD,BROOKLYN,Noise - Residential,40.69980031989199,-73.98361593748928
NYPD,BROOKLYN,Blocked Driveway,40.7373545699786,-73.95459457114251
NYPD,MANHATTAN,Noise - Residential,40.746484021624774,-73.99159832162181
DPR,MANHATTAN,Maintenance or Facility,40.72124879892257,-73.9922364408022
DOT,BROOKLYN,Street Condition,40.682347491453626,-74.0011537591477
DSNY,MANHATTAN,Sanitation Condition,40.70764034977,-74.00652842632724
DPR,BRONX,Maintenance or Facility,40.837772721161095,-73.83030103073709
HPD,BRONX,HEAT/HOT WATER,40.87059929894071,-73.8860293453483
NYPD,QUEENS,Abandoned Vehicle,40.693646820514495,-73.79684609713655
DEP,BROOKLYN,Water System,40.71271790729786,-73.96305566969059
HPD,MANHATTAN,HEAT/HOT WATER,40.78763161935803,-73.95175799288509
HPD,BRONX,HEAT/HOT WATER,40.87059929894071,-73.8860293453483
HPD,BROOKLYN,DOOR/WINDOW,40.642955645211686,-73.95260849132053
DOB,BROOKLYN,Boilers,40.6331086638624,-73.92429717733981
DOB,MANHATTAN,General Construction/Plumbing,40.82875881119488,-73.9461273556022
HPD,BROOKLYN,HEAT/HOT WATER,40.68094039931397,-73.9591145214202
HPD,BRONX,HEAT/HOT WATER,40.8470743335372,-73.90734417711903
HPD,BROOKLYN,HEAT/HOT WATER,40.67325831350895,-73.94698117385035
HPD,BROOKLYN,UNSANITARY CONDITION,40.62701275833746,-73.95662580149566
HPD,STATEN ISLAND,UNSANITARY CONDITION,40.62415798656658,-74.09416555034227
HPD,BRONX,HEAT/HOT WATER,40.85879850283249,-73.90585289686611
DPR,STATEN ISLAND,Damaged Tree,40.539552674251134,-74.1524709626832
NYPD,QUEENS,Blocked Driveway,40.739952045627646,-73.822351392247
DPR,QUEENS,Dead/Dying Tree,40.7267876575828,-73.80506491027488
NYPD,BROOKLYN,Traffic,40.61274757971311,-74.01008846873383
NYPD,QUEENS,Illegal Parking,40.77133537705932,-73.92908618272591
HPD,BRONX,WATER LEAK,40.82132764614649,-73.89025065203734
DPR,BROOKLYN,New Tree Request,40.682432576413454,-74.00142056776316
DEP,QUEENS,Water System,40.685140015390346,-73.86324852036559
DEP,BROOKLYN,Sewer,40.64640020054737,-73.96809772847803
DSNY,BRONX,Derelict Vehicles,40.81457832793268,-73.84895095803867
DPR,BROOKLYN,Maintenance or Facility,40.64501690010781,-73.98076101953394
EDC,MANHATTAN,Noise - Helicopter,40.741833149620255,-73.9809712380537
HPD,MANHATTAN,HEAT/HOT WATER,40.763242214559455,-73.96861212385045
NYPD,BROOKLYN,Blocked Driveway,40.68048943654931,-73.95686863538741
HPD,BRONX,HEAT/HOT WATER,40.83261302416413,-73.90467576630016
HPD,BRONX,PLUMBING,40.85879850283249,-73.90585289686611
NYPD,MANHATTAN,Noise - Commercial,40.74633225423339,-73.9839906526922
HPD,QUEENS,WATER LEAK,40.76404355290069,-73.883110760468
HPD,BROOKLYN,HEAT/HOT WATER,40.67325831350895,-73.94698117385035
HPD,BRONX,HEAT/HOT WATER,40.850124972831715,-73.92004883779413
HPD,MANHATTAN,HEAT/HOT WATER,40.84439288420175,-73.94092820134537
HPD,BRONX,HEAT/HOT WATER,40.83016876027181,-73.9062330772249
HPD,BRONX,PAINT/PLASTER,40.86112887069204,-73.89638141018021
DPR,BRONX,Damaged Tree,40.85455378808405,-73.88329149103734
NYPD,BRONX,Illegal Parking,40.88195833230215,-73.90264858399291
HPD,BRONX,GENERAL,40.8841786180058,-73.89615742961679
DEP,BRONX,Water System,40.86941472250325,-73.84263641042999
DEP,MANHATTAN,Noise,40.746484021624774,-73.99159832162181
DOT,QUEENS,Street Condition,40.720789227686296,-73.86808889800594
DOHMH,BRONX,Standing Water,40.8841786180058,-73.89615742961679
DOT,QUEENS,Street Condition,40.74390454276485,-73.92499409637162
DSNY,QUEENS,Derelict Vehicles,40.79083144210941,-73.80700088235449
DSNY,QUEENS,Derelict Vehicles,40.72530627566788,-73.86977202716528
NYPD,BROOKLYN,Blocked Driveway,40.66446723882915,-73.86634394377677
DPR,MANHATTAN,Dead/Dying Tree,40.77668767855826,-73.95696519367839
DPR,BROOKLYN,Maintenance or Facility,40.689102987411616,-73.94505746759266
NYPD,QUEENS,Illegal Parking,40.75141069785039,-73.93756383366274
DOB,QUEENS,General Construction/Plumbing,40.7157028544125,-73.80911948091733
DHS,BROOKLYN,Homeless Person Assistance,40.67993065280561,-73.94091885190564
NYPD,QUEENS,Illegal Parking,40.76441022145696,-73.9244944913241
NYPD,BRONX,Illegal Parking,40.89228750828274,-73.84154783280229
DSNY,BRONX,Missed Collection (All Materials),40.81154303671623,-73.91689090006787
NYPD,STATEN ISLAND,Abandoned Vehicle,40.624687119453704,-74.07650020464504
NYPD,BRONX,Blocked Driveway,40.85471566682841,-73.88323336947806
DEP,BRONX,Water System,40.8899253789202,-73.85930090931242
DEP,BRONX,Water System,40.84029208444294,-73.91435044187901
DEP,BROOKLYN,Air Quality,40.67063732457296,-73.9850974908602
DEP,MANHATTAN,Lead,40.779329452953384,-73.98331112011255
DEP,MANHATTAN,Noise,40.72798731325921,-73.9945952659553
HPD,BRONX,DOOR/WINDOW,40.83169100499875,-73.92760532719244
DSNY,BROOKLYN,Dirty Conditions,40.71100654742256,-73.95190723300554
DOT,QUEENS,Sidewalk Condition,40.70257996091289,-73.89721932950594
NYPD,BROOKLYN,Blocked Driveway,40.636965032825366,-73.94325923848007
