address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
ADDRESS,HPD,Department of Housing Preservation and Development,3014300001.0,BROOKLYN,BROOKLYN,2019-08-15T19:46:31.000,09 BROOKLYN,WATER LEAK,2019-08-11T14:28:39.000,,,SLOW LEAK,,433 SCHENECTADY AVENUE,11203.0,,,,40.663013865262826,"{'type': 'Point', 'coordinates': [-73.93450349067764, 40.663013865262826]}",,,,RESIDENTIAL BUILDING,,-73.93450349067764,PHONE,BROOKLYN,Unspecified,2019-08-15T19:46:31.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,Closed,SCHENECTADY AVENUE,,43521930,1002421.0,180837.0
,NYPD,New York City Police Department,1007970007.0,MANHATTAN,NEW YORK,2019-08-11T14:51:55.000,04 MANHATTAN,Noise - Residential,2019-08-11T14:28:53.000,AVENUE OF THE AMERICAS,7 AVENUE,Loud Music/Party,,155 WEST   21 STREET,10011.0,AVENUE OF THE AMERICAS,7 AVENUE,WEST   21 STREET,40.7422682944716,"{'type': 'Point', 'coordinates': [-73.99525450688317, 40.7422682944716]}",,,,Residential Building/House,,-73.99525450688317,PHONE,MANHATTAN,Unspecified,2019-08-11T18:51:59.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WEST   21 STREET,,43524150,985565.0,209705.0
,DOT,Department of Transportation,1004520002.0,MANHATTAN,NEW YORK,2019-08-12T16:43:41.000,03 MANHATTAN,Street Condition,2019-08-11T14:29:12.000,EAST   10 STREET,EAST   11 STREET,Defective Hardware,,166 2 AVENUE,10003.0,EAST   10 STREET,EAST   11 STREET,2 AVENUE,40.73007267306802,"{'type': 'Point', 'coordinates': [-73.98658516015117, 40.73007267306802]}",,,,Street,,-73.98658516015117,ONLINE,MANHATTAN,Unspecified,2019-08-12T20:43:45.000,The Department of Transportation inspected and has requested the Department of Environmental Protect,Closed,2 AVENUE,,43523701,987968.0,205262.0
ADDRESS,DOB,Department of Buildings,3033200033.0,BROOKLYN,BROOKLYN,2019-08-21T00:00:00.000,04 BROOKLYN,Special Projects Inspection Team (SPIT),2019-08-11T14:29:16.000,,,Illegal Hotel Rooms In Residential Building,N/A,276 ST NICHOLAS AVENUE,11237.0,,,,40.7020490490323,"{'type': 'Point', 'coordinates': [-73.91239657352615, 40.7020490490323]}",,,,,,-73.91239657352615,UNKNOWN,BROOKLYN,Unspecified,2019-08-21T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,Closed,ST NICHOLAS AVENUE,,43522852,1008540.0,195064.0
ADDRESS,DOB,Department of Buildings,4035160006.0,QUEENS,Ridgewood,2019-08-30T00:00:00.000,05 QUEENS,Building/Use,2019-08-11T14:29:16.000,,,Illegal Conversion Of Residential Building/Space,,60-12 69 AVENUE,11385.0,,,,40.702367094522046,"{'type': 'Point', 'coordinates': [-73.89860097879439, 40.702367094522046]}",,,,,,-73.89860097879439,UNKNOWN,QUEENS,Unspecified,2019-08-30T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,Closed,69 AVENUE,,43523862,1012365.0,195184.0
,NYPD,New York City Police Department,4086650037.0,QUEENS,BELLEROSE,2019-08-11T19:58:18.000,13 QUEENS,Blocked Driveway,2019-08-11T14:29:34.000,88 DRIVE,89 AVENUE,No Access,,88-22 249 STREET,11426.0,88 DRIVE,89 AVENUE,249 STREET,40.727859947119,"{'type': 'Point', 'coordinates': [-73.7161685254291, 40.727859947119]}",,,,,,-73.7161685254291,PHONE,QUEENS,Unspecified,2019-08-11T23:58:20.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,249 STREET,,43521720,1062918.0,204583.0
,NYPD,New York City Police Department,3067030035.0,BROOKLYN,BROOKLYN,2019-08-11T17:42:00.000,14 BROOKLYN,Noise - Vehicle,2019-08-11T14:29:34.000,AVENUE H,DEAD END,Car/Truck Music,,855 EAST   19 STREET,11230.0,AVENUE H,DEAD END,EAST   19 STREET,40.629939362412614,"{'type': 'Point', 'coordinates': [-73.95840721933905, 40.629939362412614]}",,,,Street/Sidewalk,,-73.95840721933905,MOBILE,BROOKLYN,Unspecified,2019-08-11T21:42:02.000,The Police Department responded to the complaint and determined that police action was not necessary,Closed,EAST   19 STREET,,43522681,995795.0,168783.0
,NYPD,New York City Police Department,3044720019.0,BROOKLYN,BROOKLYN,2019-08-11T14:56:51.000,05 BROOKLYN,Noise - Residential,2019-08-11T14:29:35.000,DUMONT AVENUE,LINDEN BOULEVARD,Loud Music/Party,,490 EMERALD STREET,11208.0,DUMONT AVENUE,LINDEN BOULEVARD,EMERALD STREET,40.67087071067861,"{'type': 'Point', 'coordinates': [-73.8593520613984, 40.670870710678614]}",,,,Residential Building/House,,-73.8593520613984,ONLINE,BROOKLYN,Unspecified,2019-08-11T18:56:55.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,EMERALD STREET,,43519434,1023266.0,183724.0
ADDRESS,DEP,Department of Environmental Protection,5000510001.0,STATEN ISLAND,STATEN ISLAND,2019-08-12T09:13:00.000,01 STATEN ISLAND,Noise,2019-08-11T14:30:00.000,RICHMOND TER,BEND,"Noise, Barking Dog (NR5)",N/A,131 JERSEY STREET,10301.0,,,,40.64423912726966,"{'type': 'Point', 'coordinates': [-74.08685728635189, 40.64423912726966]}",,,,,,-74.08685728635189,UNKNOWN,STATEN ISLAND,Unspecified,2019-08-12T09:13:00.000,The Department of Environmental Protection researched this complaint and determined that it could be closed.,Closed,JERSEY STREET,,43520266,960146.0,174002.0
ADDRESS,DEP,Department of Environmental Protection,1018870010.0,MANHATTAN,NEW YORK,,07 MANHATTAN,Water System,2019-08-11T14:30:00.000,WEST END AVE,HENRY HUDSON PKWY ET 11  NB,Hydrant Running (WC3),,303 WEST   96 STREET,10025.0,,,,40.79538429990896,"{'type': 'Point', 'coordinates': [-73.97350154849359, 40.79538429990896]}",,,,,,-73.97350154849359,UNKNOWN,MANHATTAN,Unspecified,2019-08-11T21:30:00.000,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,Started,WEST   96 STREET,,43521484,991587.0,229058.0
INTERSECTION,DEP,Department of Environmental Protection,,QUEENS,Corona,2019-08-16T12:36:00.000,03 QUEENS,Water System,2019-08-11T14:30:00.000,,,Hydrant Running Full (WA4),,,11368.0,102 STREET,35 AVENUE,,40.75454734016645,"{'type': 'Point', 'coordinates': [-73.86602604453657, 40.75454734016645]}",,,,,,-73.86602604453657,UNKNOWN,QUEENS,Unspecified,2019-08-16T12:36:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,Closed,,,43522159,1021368.0,214207.0
INTERSECTION,DEP,Department of Environmental Protection,,BROOKLYN,BROOKLYN,2019-08-11T14:30:00.000,05 BROOKLYN,Water System,2019-08-11T14:30:00.000,,,Hydrant Running Full (WA4),,,11208.0,RICHMOND STREET,ETNA STREET,,40.6858751813495,"{'type': 'Point', 'coordinates': [-73.87748228482417, 40.6858751813495]}",,,,,,-73.87748228482417,UNKNOWN,BROOKLYN,Unspecified,2019-08-11T14:30:00.000,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,Closed,,,43522160,1018229.0,189183.0
,NYPD,New York City Police Department,3039600031.0,BROOKLYN,BROOKLYN,2019-08-11T14:57:14.000,05 BROOKLYN,Noise - Street/Sidewalk,2019-08-11T14:30:59.000,HALE AVENUE,ARLINGTON AVENUE,Loud Talking,,3138 FULTON STREET,11208.0,HALE AVENUE,ARLINGTON AVENUE,FULTON STREET,40.68161994190879,"{'type': 'Point', 'coordinates': [-73.8792856224823, 40.68161994190879]}",,,,Street/Sidewalk,,-73.8792856224823,MOBILE,BROOKLYN,Unspecified,2019-08-11T18:57:15.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,FULTON STREET,,43518887,1017731.0,187632.0
,DOT,Department of Transportation,,BROOKLYN,,2019-08-13T12:05:19.000,07 BROOKLYN,Street Condition,2019-08-11T14:31:55.000,8 AVENUE,60 STREET,Line/Marking - After Repaving,,8 AVENUE,11220.0,8 AVENUE,60 STREET,,40.63549370508815,"{'type': 'Point', 'coordinates': [-74.00955866847329, 40.63549370508815]}",,,,Crosswalk,,-74.00955866847329,PHONE,BROOKLYN,Unspecified,2019-08-13T16:05:24.000,The Department of Transportation inspected the condition you reported. You can find additional infor,Closed,8 AVENUE,,43524600,981597.0,170804.0
ADDRESS,DSNY,BCC - Brooklyn South,3054300072.0,BROOKLYN,BROOKLYN,2019-08-12T12:00:00.000,12 BROOKLYN,Missed Collection (All Materials),2019-08-11T14:32:00.000,15 AVENUE,16 AVENUE,1RB Missed Recycling - M/G/Pl,DSNY Garage,1515 44 STREET,11219.0,,,,40.634839763043935,"{'type': 'Point', 'coordinates': [-73.98424078162877, 40.634839763043935]}",,,,Sidewalk,,-73.98424078162877,PHONE,BROOKLYN,Unspecified,2019-08-12T12:00:00.000,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,Closed,44 STREET,,43529516,988624.0,170566.0
,NYPD,New York City Police Department,2046770117.0,BRONX,BRONX,2019-08-11T23:10:21.000,12 BRONX,Illegal Parking,2019-08-11T14:32:04.000,BARNES AVENUE,BRONXWOOD AVENUE,Blocked Hydrant,,845 EAST  218 STREET,10467.0,BARNES AVENUE,BRONXWOOD AVENUE,EAST  218 STREET,40.8815399619407,"{'type': 'Point', 'coordinates': [-73.85898233890364, 40.8815399619407]}",,,,Street/Sidewalk,,-73.85898233890364,MOBILE,BRONX,Unspecified,2019-08-12T03:10:25.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST  218 STREET,,43524712,1023245.0,260478.0
,NYPD,New York City Police Department,3063920054.0,BROOKLYN,BROOKLYN,2019-08-11T18:57:40.000,11 BROOKLYN,Illegal Parking,2019-08-11T14:33:02.000,BENSON AVENUE,BATH AVENUE,Blocked Hydrant,,114 BAY    8 STREET,11228.0,BENSON AVENUE,BATH AVENUE,BAY    8 STREET,40.609508462397024,"{'type': 'Point', 'coordinates': [-74.01270991745868, 40.609508462397024]}",,,,Street/Sidewalk,,-74.01270991745868,ONLINE,BROOKLYN,Unspecified,2019-08-11T22:57:41.000,The Police Department responded to the complaint and determined that police action was not necessary,Closed,BAY    8 STREET,,43522913,980721.0,161337.0
,TLC,Taxi and Limousine Commission,4009260001.0,QUEENS,EAST ELMHURST,2019-08-12T10:52:26.000,80 QUEENS,Lost Property,2019-08-11T14:33:35.000,GRAND CENTRAL PARKWAY EN WB,BEND,Other,,LAGUARDIA AIRPORT,11369.0,GRAND CENTRAL PARKWAY EN WB,BEND,LA GUARDIA AIRPORT,40.77442086598845,"{'type': 'Point', 'coordinates': [-73.87729410513894, 40.774420865988446]}",,,,,,-73.87729410513894,PHONE,QUEENS,Unspecified,2019-08-12T14:52:29.000,See notes for information.,Closed,LAGUARDIA AIRPORT,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369",43518962,1018236.0,221443.0
ADDRESS,HPD,Department of Housing Preservation and Development,1018430060.0,MANHATTAN,NEW YORK,2019-08-14T16:01:23.000,07 MANHATTAN,HEAT/HOT WATER,2019-08-11T14:33:40.000,,,ENTIRE BUILDING,,72 WEST  108 STREET,10025.0,,,,40.80027744603657,"{'type': 'Point', 'coordinates': [-73.96130587664128, 40.80027744603657]}",,,,RESIDENTIAL BUILDING,,-73.96130587664128,ONLINE,MANHATTAN,Unspecified,2019-08-14T16:01:23.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,Closed,WEST  108 STREET,,43525229,994963.0,230842.0
ADDRESS,HPD,Department of Housing Preservation and Development,1020060020.0,MANHATTAN,NEW YORK,2019-08-13T21:42:24.000,10 MANHATTAN,HEAT/HOT WATER,2019-08-11T14:33:49.000,,,ENTIRE BUILDING,,119 WEST  137 STREET,10030.0,,,,40.81575168544586,"{'type': 'Point', 'coordinates': [-73.94071879672917, 40.81575168544586]}",,,,RESIDENTIAL BUILDING,,-73.94071879672917,PHONE,MANHATTAN,Unspecified,2019-08-13T21:42:24.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",Closed,WEST  137 STREET,,43520250,1000659.0,236483.0
,NYPD,New York City Police Department,4136060018.0,QUEENS,ROSEDALE,2019-08-11T22:14:56.000,13 QUEENS,Blocked Driveway,2019-08-11T14:33:50.000,139 AVENUE,FRANCIS LEWIS BOULEVARD,Partial Access,,139-25 254 STREET,11422.0,139 AVENUE,FRANCIS LEWIS BOULEVARD,254 STREET,40.66111443454427,"{'type': 'Point', 'coordinates': [-73.72957602611369, 40.66111443454427]}",,,,Street/Sidewalk,,-73.72957602611369,ONLINE,QUEENS,Unspecified,2019-08-12T02:14:59.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,254 STREET,,43522649,1059277.0,180254.0
,NYPD,New York City Police Department,2031620009.0,BRONX,BRONX,2019-08-11T14:47:49.000,05 BRONX,Noise - Residential,2019-08-11T14:34:38.000,EAST  181 STREET,EAST  182 STREET,Banging/Pounding,,2170 CRESTON AVENUE,10453.0,EAST  181 STREET,EAST  182 STREET,CRESTON AVENUE,40.855301775723525,"{'type': 'Point', 'coordinates': [-73.90257553996967, 40.855301775723525]}",,,,Residential Building/House,,-73.90257553996967,ONLINE,BRONX,Unspecified,2019-08-11T18:47:51.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,CRESTON AVENUE,,43524864,1011201.0,250902.0
,NYPD,New York City Police Department,2037400001.0,BRONX,BRONX,2019-08-11T23:10:54.000,09 BRONX,Noise - Commercial,2019-08-11T14:34:41.000,ELDER AVENUE,BOYNTON AVENUE,Loud Music/Party,,1533 WATSON AVENUE,10472.0,ELDER AVENUE,BOYNTON AVENUE,WATSON AVENUE,40.82611311675097,"{'type': 'Point', 'coordinates': [-73.87801177113899, 40.82611311675097]}",,,,Store/Commercial,,-73.87801177113899,MOBILE,BRONX,Unspecified,2019-08-12T03:10:56.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WATSON AVENUE,,43522109,1018011.0,240276.0
,DOT,Department of Transportation,3028870001.0,BROOKLYN,BROOKLYN,2019-08-13T12:28:02.000,01 BROOKLYN,Street Sign - Damaged,2019-08-11T14:34:51.000,SKILLMAN AVENUE,JACKSON STREET,St Name - Attached to Pole,,400 MORGAN AVENUE,11211.0,SKILLMAN AVENUE,JACKSON STREET,MORGAN AVENUE,40.71777056926851,"{'type': 'Point', 'coordinates': [-73.9367945011054, 40.71777056926851]}",,,,Street,,-73.9367945011054,MOBILE,BROOKLYN,Unspecified,2019-08-13T16:28:05.000,The Department of Transportation inspected the condition you reported. You can find additional infor,Closed,MORGAN AVENUE,,43520723,1001771.0,200786.0
ADDRESS,DOB,Department of Buildings,4034440045.0,QUEENS,Ridgewood,2019-09-05T00:00:00.000,05 QUEENS,Special Projects Inspection Team (SPIT),2019-08-11T14:35:15.000,,,Illegal Hotel Rooms In Residential Building,N/A,1578 GATES AVENUE,11385.0,,,,40.70011887569835,"{'type': 'Point', 'coordinates': [-73.91160929504149, 40.70011887569835]}",,,,,,-73.91160929504149,UNKNOWN,QUEENS,Unspecified,2019-09-05T00:00:00.000,,Closed,GATES AVENUE,,43525018,1008759.0,194361.0
ADDRESS,DOB,Department of Buildings,4126460150.0,QUEENS,Saint Albans,2019-09-06T00:00:00.000,12 QUEENS,Building/Use,2019-08-11T14:35:16.000,,,SRO - Illegal Work/No Permit/Change In Occupancy/Use,,119-43 190 STREET,11412.0,,,,40.68820855614922,"{'type': 'Point', 'coordinates': [-73.75938731796693, 40.68820855614922]}",,,,,,-73.75938731796693,UNKNOWN,QUEENS,Unspecified,2019-09-06T00:00:00.000,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",Closed,190 STREET,,43522727,1050979.0,190101.0
,DOT,Department of Transportation,1005900016.0,MANHATTAN,NEW YORK,2019-08-12T13:40:41.000,02 MANHATTAN,Street Condition,2019-08-11T14:35:18.000,WEST    4 STREET,BLEECKER STREET,Cave-in,,22 JONES STREET,10014.0,WEST    4 STREET,BLEECKER STREET,JONES STREET,40.73214023502441,"{'type': 'Point', 'coordinates': [-74.00214326575687, 40.73214023502441]}",,,,Crosswalk,,-74.00214326575687,PHONE,MANHATTAN,Unspecified,2019-08-12T17:40:43.000,The Department of Transportation inspected and has requested the Department of Environmental Protect,Closed,JONES STREET,,43520455,983656.0,206015.0
,DOT,Department of Transportation,3057290058.0,BROOKLYN,BROOKLYN,2019-08-14T12:39:53.000,10 BROOKLYN,Street Condition,2019-08-11T14:35:22.000,62 STREET,63 STREET,Failed Street Repair,,6202 10 AVENUE,11219.0,62 STREET,63 STREET,10 AVENUE,40.631604557504886,"{'type': 'Point', 'coordinates': [-74.00644172756189, 40.631604557504886]}",,,,Street,,-74.00644172756189,ONLINE,BROOKLYN,Unspecified,2019-08-14T16:39:56.000,The condition was inspected and determined not to be under Department of Transportation's jurisdicti,Closed,10 AVENUE,,43525189,982462.0,169387.0
ADDRESS,DEP,Department of Environmental Protection,3034060046.0,BROOKLYN,BROOKLYN,2019-08-11T20:50:00.000,04 BROOKLYN,Water System,2019-08-11T14:36:00.000,KNICKERBOCKER AVE,IRVING AVE,Hydrant Running Full (WA4),,1317 HALSEY STREET,11237.0,,,,40.69421116809712,"{'type': 'Point', 'coordinates': [-73.90690390098028, 40.69421116809712]}",,,,,,-73.90690390098028,UNKNOWN,BROOKLYN,Unspecified,2019-08-11T20:50:00.000,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,Closed,HALSEY STREET,,43521485,1010066.0,192210.0
INTERSECTION,DOT,Department of Transportation,,BROOKLYN,BROOKLYN,2019-08-15T13:30:00.000,05 BROOKLYN,Street Condition,2019-08-11T14:36:23.000,,,Pothole,,,11207.0,LINDEN BOULEVARD,WILLIAMS AVENUE,,40.65781444230478,"{'type': 'Point', 'coordinates': [-73.89612415191719, 40.65781444230478]}",,,,,,-73.89612415191719,UNKNOWN,BROOKLYN,Unspecified,2019-08-15T13:30:00.000,The Department of Transportation inspected this complaint and repaired the problem.,Closed,,,43522443,1013071.0,178953.0
ADDRESS,HPD,Department of Housing Preservation and Development,3060920015.0,BROOKLYN,BROOKLYN,2019-08-18T17:14:18.000,10 BROOKLYN,PAINT/PLASTER,2019-08-11T14:36:42.000,,,CEILING,,111 DAHLGREN PLACE,11228.0,,,,40.61701346973107,"{'type': 'Point', 'coordinates': [-74.02494363137988, 40.61701346973107]}",,,,RESIDENTIAL BUILDING,,-74.02494363137988,PHONE,BROOKLYN,Unspecified,2019-08-18T17:14:18.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,Closed,DAHLGREN PLACE,,43524624,977325.0,164072.0
ADDRESS,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,2019-09-06T08:36:14.000,11 QUEENS,Food Poisoning,2019-08-11T14:37:40.000,64 AVENUE,SPRINGFIELD BOULEVARD,1 or 2,,64 AVENUE,11364.0,64 AVENUE,SPRINGFIELD BOULEVARD,,40.74733158869632,"{'type': 'Point', 'coordinates': [-73.75579934112788, 40.74733158869632]}",,,,Restaurant,,-73.75579934112788,PHONE,QUEENS,Unspecified,2019-08-12T09:56:31.000,,Closed,64 AVENUE,,43524375,1051914.0,211644.0
,NYPD,New York City Police Department,1021440033.0,MANHATTAN,NEW YORK,2019-08-11T16:16:00.000,12 MANHATTAN,Noise - Residential,2019-08-11T14:38:04.000,ST NICHOLAS AVENUE,WADSWORTH AVENUE,Banging/Pounding,,612 WEST  178 STREET,10033.0,ST NICHOLAS AVENUE,WADSWORTH AVENUE,WEST  178 STREET,40.84754647226867,"{'type': 'Point', 'coordinates': [-73.93564830036111, 40.84754647226867]}",,,,Residential Building/House,,-73.93564830036111,PHONE,MANHATTAN,Unspecified,2019-08-11T20:16:03.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,WEST  178 STREET,,43524185,1002054.0,248068.0
ADDRESS,HPD,Department of Housing Preservation and Development,2024340015.0,BRONX,BRONX,2019-08-15T15:30:37.000,04 BRONX,APPLIANCE,2019-08-11T14:38:09.000,,,REFRIGERATOR,,1142 COLLEGE AVENUE,10456.0,,,,40.83114668272803,"{'type': 'Point', 'coordinates': [-73.91432246540302, 40.83114668272803]}",,,,RESIDENTIAL BUILDING,,-73.91432246540302,PHONE,BRONX,Unspecified,2019-08-15T15:30:37.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,Closed,COLLEGE AVENUE,,43523648,1007960.0,242098.0
ADDRESS,DOB,Department of Buildings,3022170066.0,BROOKLYN,BROOKLYN,2019-09-04T00:00:00.000,01 BROOKLYN,General Construction/Plumbing,2019-08-11T14:38:19.000,,,Debris - Excessive,,85 RUTLEDGE STREET,11249.0,,,,40.70069727244207,"{'type': 'Point', 'coordinates': [-73.959170928272, 40.70069727244207]}",,,,,,-73.959170928272,UNKNOWN,BROOKLYN,Unspecified,2019-09-04T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,Closed,RUTLEDGE STREET,,43522888,995571.0,194562.0
,NYPD,New York City Police Department,2023030021.0,BRONX,BRONX,2019-08-11T20:04:33.000,01 BRONX,Noise - Park,2019-08-11T14:38:51.000,ALEXANDER AVENUE,WILLIS AVENUE,Loud Music/Party,,388 EAST  141 STREET,10454.0,ALEXANDER AVENUE,WILLIS AVENUE,EAST  141 STREET,40.81129142485988,"{'type': 'Point', 'coordinates': [-73.9221148662175, 40.81129142485988]}",,,,Park/Playground,,-73.9221148662175,PHONE,BRONX,Willis Playground,2019-08-12T00:04:37.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,EAST  141 STREET,,43520285,1005810.0,234862.0
,DPR,Department of Parks and Recreation,3001480001.0,BROOKLYN,BROOKLYN,2019-10-14T09:03:00.000,02 BROOKLYN,New Tree Request,2019-08-11T14:38:51.000,METROTECH ROADWAY,WILLOUGHBY STREET,For One Address,,111 LAWRENCE STREET,11201.0,METROTECH ROADWAY,WILLOUGHBY STREET,LAWRENCE STREET,40.69282895229449,"{'type': 'Point', 'coordinates': [-73.98622844103508, 40.69282895229449]}",,,,Street,,-73.98622844103508,UNKNOWN,BROOKLYN,Unspecified,2019-10-14T13:03:02.000,The Department of Parks and Recreation has determined that the requested location cannot receive a n,Closed,LAWRENCE STREET,,43524513,988069.0,191693.0
ADDRESS,DEP,Department of Environmental Protection,4000510001.0,QUEENS,Long Island City,2019-08-13T11:45:00.000,02 QUEENS,Air Quality,2019-08-11T14:39:00.000,10 ST,11 ST,Air: Other Air Problem (Use Comments) (AZZ),N/A,10-01 45 AVENUE,11101.0,,,,40.74819523548106,"{'type': 'Point', 'coordinates': [-73.95188399537022, 40.74819523548106]}",,,,,,-73.95188399537022,UNKNOWN,QUEENS,Unspecified,2019-08-13T11:45:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",Closed,45 AVENUE,,43522129,997582.0,211868.0
,NYPD,New York City Police Department,1016290115.0,MANHATTAN,NEW YORK,2019-08-11T15:03:03.000,11 MANHATTAN,Non-Emergency Police Matter,2019-08-11T14:39:05.000,EAST  101 STREET,EAST  102 STREET,Other (complaint details),,1596 LEXINGTON AVENUE,10029.0,EAST  101 STREET,EAST  102 STREET,LEXINGTON AVENUE,40.78926330893926,"{'type': 'Point', 'coordinates': [-73.9484633160172, 40.78926330893926]}",,,,Residential Building/House,,-73.9484633160172,PHONE,MANHATTAN,Unspecified,2019-08-11T19:03:05.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,LEXINGTON AVENUE,,43522693,998521.0,226831.0
,NYPD,New York City Police Department,1002600001.0,MANHATTAN,NEW YORK,2019-08-12T03:05:23.000,03 MANHATTAN,Noise - Residential,2019-08-11T14:39:48.000,MADISON STREET,MONROE STREET,Banging/Pounding,,72 GOUVERNEUR STREET,10002.0,MADISON STREET,MONROE STREET,GOUVERNEUR STREET,40.71253330297719,"{'type': 'Point', 'coordinates': [-73.98377152140677, 40.71253330297719]}",,,,Residential Building/House,,-73.98377152140677,ONLINE,MANHATTAN,Unspecified,2019-08-12T07:05:25.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,Closed,GOUVERNEUR STREET,,43524051,988749.0,198872.0
,NYPD,New York City Police Department,,MANHATTAN,,2019-08-11T15:53:55.000,12 MANHATTAN,Illegal Parking,2019-08-11T14:40:20.000,NAGLE AVENUE,WEST  204 STREET,Double Parked Blocking Vehicle,,NAGLE AVENUE,10034.0,NAGLE AVENUE,WEST  204 STREET,,40.863113291725696,"{'type': 'Point', 'coordinates': [-73.92061167083497, 40.863113291725696]}",,,,Street/Sidewalk,,-73.92061167083497,PHONE,MANHATTAN,Unspecified,2019-08-11T19:53:57.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,NAGLE AVENUE,,43523015,1006209.0,253743.0
,NYPD,New York City Police Department,,BRONX,,2019-08-12T02:09:36.000,11 BRONX,Noise - Vehicle,2019-08-11T14:40:24.000,LURTING AVENUE,SACKETT AVENUE,Engine Idling,,LURTING AVENUE,10461.0,LURTING AVENUE,SACKETT AVENUE,,40.84459902649642,"{'type': 'Point', 'coordinates': [-73.85027068083116, 40.84459902649642]}",,,,Street/Sidewalk,,-73.85027068083116,PHONE,BRONX,Unspecified,2019-08-12T06:09:46.000,The Police Department responded to the complaint and with the information available observed no evid,Closed,LURTING AVENUE,,43524036,1025677.0,247023.0
,NYPD,New York City Police Department,,BROOKLYN,,2019-08-11T20:19:19.000,03 BROOKLYN,Abandoned Vehicle,2019-08-11T14:40:44.000,HOWARD AVENUE,PUTNAM AVENUE,With License Plate,,HOWARD AVENUE,11221.0,HOWARD AVENUE,PUTNAM AVENUE,,40.687381660518085,"{'type': 'Point', 'coordinates': [-73.92088579975857, 40.687381660518085]}",,,,,,-73.92088579975857,PHONE,BROOKLYN,Unspecified,2019-08-12T00:19:29.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,HOWARD AVENUE,,43519391,1006191.0,189718.0
,TLC,Taxi and Limousine Commission,4142600001.0,QUEENS,JAMAICA,,83 QUEENS,Taxi Complaint,2019-08-11T14:40:46.000,BEND,BEND,Driver Complaint - Passenger,,JFK,11430.0,BEND,BEND,JFK AIRPORT,40.64832048620134,"{'type': 'Point', 'coordinates': [-73.78828125130184, 40.64832048620134]}",,,,,,-73.78828125130184,PHONE,QUEENS,Unspecified,2019-10-22T09:23:00.000,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC represe",In Progress,JFK,"JFK AIRPORT, QUEENS (JAMAICA) ,NY, 11430",43519056,1043001.0,175548.0
